image,x,y,w,h,label,abs_pos
\content\images\168.png,92,1360,119,1391,𒍝,p_168_line_27_pos_3.png
\content\images\168.png,219,1361,265,1391,𒍣,p_168_line_27_pos_6.png
\content\images\168.png,327,1361,353,1392,𒀀,p_168_line_27_pos_8.png
\content\images\168.png,357,1360,378,1398,𒋙,p_168_line_27_pos_9.png
\content\images\168.png,376,1360,398,1392,𒃻,p_168_line_27_pos_10.png
\content\images\168.png,404,1361,421,1389,𒁹,p_168_line_27_pos_11.png
\content\images\168.png,429,1361,468,1391,𒋗,p_168_line_27_pos_12.png
\content\images\168.png,474,1358,511,1388,𒀭,p_168_line_27_pos_13.png
\content\images\168.png,513,1356,553,1394,𒄖,p_168_line_27_pos_14.png
\content\images\168.png,554,1359,603,1391,𒆷,p_168_line_27_pos_15.png
\content\images\168.png,23,1408,47,1440,𒀀,p_168_line_28_pos_1.png
\content\images\168.png,60,1408,94,1439,𒇽,p_168_line_28_pos_2.png
\content\images\168.png,153,1407,184,1438,𒇲,p_168_line_28_pos_4.png
\content\images\168.png,200,1409,222,1437,𒁹,p_168_line_28_pos_5.png
\content\images\168.png,231,1408,311,1438,𒀭+𒈾,p_168_line_28_pos_6.png
\content\images\168.png,317,1408,348,1443,𒁷,p_168_line_28_pos_7.png
\content\images\168.png,355,1409,405,1440,𒋢,p_168_line_28_pos_8.png
\content\images\168.png,407,1406,445,1439,𒂊,p_168_line_28_pos_9.png
\content\images\168.png,459,1409,485,1438,𒀀,p_168_line_28_pos_10.png
\content\images\168.png,490,1407,534,1446,𒋙,p_168_line_28_pos_11.png
\content\images\168.png,22,1460,37,1488,𒁹,p_168_line_29_pos_1.png
\content\images\168.png,44,1454,84,1495,𒁲,p_168_line_29_pos_2.png
\content\images\168.png,87,1460,116,1493,𒋻,p_168_line_29_pos_3.png
\content\images\168.png,121,1458,160,1489,𒀭,p_168_line_29_pos_4.png
\content\images\168.png,160,1458,222,1490,𒀫,p_168_line_29_pos_5.png
\content\images\168.png,20,1511,40,1537,𒌋,p_168_line_30_pos_1.png
\content\images\168.png,47,1512,79,1541,𒇽,p_168_line_30_pos_2.png
\content\images\168.png,93,1511,136,1546,𒋃,p_168_line_30_pos_3.png
\content\images\168.png,150,1511,166,1539,𒁹,p_168_line_30_pos_4.png
\content\images\168.png,174,1509,255,1541,𒀭+𒈾,p_168_line_30_pos_5.png
\content\images\168.png,304,1509,335,1541,𒌓,p_168_line_30_pos_7.png
\content\images\168.png,337,1509,382,1541,𒁕,p_168_line_30_pos_8.png
\content\images\168.png,407,1511,434,1542,𒀀,p_168_line_30_pos_9.png
\content\images\168.png,438,1511,483,1548,𒋙,p_168_line_30_pos_10.png
\content\images\168.png,21,1563,34,1591,𒁹,p_168_line_31_pos_1.png
\content\images\168.png,38,1557,76,1593,𒁲,p_168_line_31_pos_2.png
\content\images\168.png,81,1560,108,1596,𒋻,p_168_line_31_pos_3.png
\content\images\168.png,117,1561,155,1591,𒀭,p_168_line_31_pos_4.png
\content\images\168.png,153,1560,212,1593,𒀫,p_168_line_31_pos_5.png
\content\images\168.png,18,1609,47,1640,𒁷,p_168_line_32_pos_1.png
\content\images\168.png,50,1611,101,1642,𒌁,p_168_line_32_pos_2.png
\content\images\168.png,106,1604,145,1644,𒆠,p_168_line_32_pos_3.png
\content\images\168.png,169,1612,212,1643,𒌗,p_168_line_32_pos_4.png
\content\images\168.png,226,1611,264,1642,𒋗,p_168_line_32_pos_5.png
\content\images\168.png,287,1609,318,1642,𒌓,p_168_line_32_pos_6.png
\content\images\168.png,391,1612,434,1645,𒄰,p_168_line_32_pos_8.png
\content\images\168.png,26,1722,65,1749,𒈬,p_168_line_33_pos_1.png
\content\images\168.png,70,1721,101,1752,𒐉,p_168_line_33_pos_2.png
\content\images\168.png,103,1721,144,1752,𒄰,p_168_line_33_pos_3.png
\content\images\168.png,150,1721,167,1749,𒁹,p_168_line_33_pos_4.png
\content\images\168.png,177,1720,206,1747,𒆳,p_168_line_33_pos_5.png
\content\images\168.png,215,1718,267,1749,𒊏,p_168_line_33_pos_6.png
\content\images\168.png,271,1719,306,1747,𒀾,p_168_line_33_pos_7.png
\content\images\168.png,325,1716,373,1747,𒈗,p_168_line_33_pos_8.png
\content\images\168.png,379,1715,412,1748,𒁷,p_168_line_33_pos_9.png
\content\images\168.png,413,1716,468,1745,𒌁,p_168_line_33_pos_10.png
\content\images\168.png,474,1708,514,1749,𒆠,p_168_line_33_pos_11.png
\content\images\169.png,29,22,67,51,𒌑,p_169_line_1_pos_1.png
\content\images\169.png,78,22,120,48,𒀭,p_169_line_1_pos_2.png
\content\images\169.png,124,18,175,52,𒁴,p_169_line_1_pos_3.png
\content\images\169.png,185,20,209,50,𒃻,p_169_line_1_pos_4.png
\content\images\169.png,214,23,235,47,𒌋,p_169_line_1_pos_5.png
\content\images\169.png,245,20,284,50,𒈠,p_169_line_1_pos_6.png
\content\images\169.png,291,19,332,49,𒈾,p_169_line_1_pos_7.png
\content\images\169.png,344,18,394,49,𒆬,p_169_line_1_pos_8.png
\content\images\169.png,21,71,38,103,𒁹,p_169_line_2_pos_1.png
\content\images\169.png,46,72,83,101,𒈬,p_169_line_2_pos_2.png
\content\images\169.png,22,122,73,153,𒌉,p_169_line_3_pos_1.png
\content\images\169.png,78,122,97,151,𒁹,p_169_line_3_pos_2.png
\content\images\169.png,106,120,141,153,𒂟,p_169_line_3_pos_3.png
\content\images\169.png,145,119,185,149,𒀭,p_169_line_3_pos_4.png
\content\images\169.png,185,122,220,148,𒌍,p_169_line_3_pos_5.png
\content\images\169.png,239,122,263,154,𒃻,p_169_line_3_pos_6.png
\content\images\169.png,21,166,42,199,𒁹,p_169_line_4_pos_1.png
\content\images\169.png,40,169,85,200,𒍣,p_169_line_4_pos_2.png
\content\images\169.png,89,169,132,202,𒊑,p_169_line_4_pos_3.png
\content\images\169.png,143,171,196,201,𒅀,p_169_line_4_pos_4.png
\content\images\169.png,217,169,271,202,𒌉,p_169_line_4_pos_5.png
\content\images\169.png,272,169,299,208,𒋙,p_169_line_4_pos_6.png
\content\images\169.png,301,169,328,201,𒃻,p_169_line_4_pos_7.png
\content\images\169.png,331,168,351,198,𒁹,p_169_line_4_pos_8.png
\content\images\169.png,362,169,404,206,𒂗,p_169_line_4_pos_9.png
\content\images\169.png,407,168,435,207,𒋙,p_169_line_4_pos_10.png
\content\images\169.png,434,164,471,195,𒉡,p_169_line_4_pos_11.png
\content\images\169.png,23,220,46,250,𒀀,p_169_line_5_pos_1.png
\content\images\169.png,52,219,70,249,𒁹,p_169_line_5_pos_2.png
\content\images\169.png,178,219,228,252,𒆷,p_169_line_5_pos_5.png
\content\images\169.png,259,216,300,249,𒂊,p_169_line_5_pos_6.png
\content\images\169.png,315,217,386,250,𒇷,p_169_line_5_pos_7.png
\content\images\169.png,391,215,452,250,𒀪,p_169_line_5_pos_8.png
\content\images\169.png,23,271,71,302,𒆬,p_169_line_6_pos_1.png
\content\images\169.png,24,320,49,348,𒀀,p_169_line_7_pos_1.png
\content\images\169.png,51,321,95,357,𒋙,p_169_line_7_pos_2.png
\content\images\169.png,48,379,69,396,𒀸,p_169_line_8_pos_1.png
\content\images\169.png,72,371,122,403,𒋗,p_169_line_8_pos_2.png
\content\images\169.png,26,421,49,452,𒃻,p_169_line_9_pos_1.png
\content\images\169.png,55,421,71,450,𒁹,p_169_line_9_pos_2.png
\content\images\169.png,79,420,118,451,𒁀,p_169_line_9_pos_3.png
\content\images\169.png,125,418,149,451,𒃻,p_169_line_9_pos_4.png
\content\images\169.png,154,418,181,449,𒀀,p_169_line_9_pos_5.png
\content\images\169.png,197,420,223,449,𒀀,p_169_line_9_pos_6.png
\content\images\169.png,232,420,250,446,𒁹,p_169_line_9_pos_7.png
\content\images\169.png,258,416,291,450,𒂟,p_169_line_9_pos_8.png
\content\images\169.png,299,418,340,446,𒀭,p_169_line_9_pos_9.png
\content\images\169.png,338,419,377,445,𒌍,p_169_line_9_pos_10.png
\content\images\169.png,28,520,112,553,𒉚,p_169_line_11_pos_1.png
\content\images\169.png,142,520,204,553,𒅗,p_169_line_11_pos_2.png
\content\images\169.png,219,520,261,549,𒋛,p_169_line_11_pos_3.png
\content\images\169.png,279,519,338,551,𒅀,p_169_line_11_pos_4.png
\content\images\169.png,27,571,60,603,𒇽,p_169_line_12_pos_1.png
\content\images\169.png,83,571,120,603,𒈬,p_169_line_12_pos_2.png
\content\images\169.png,135,574,180,610,𒆥,p_169_line_12_pos_3.png
\content\images\169.png,190,568,224,598,𒉡,p_169_line_12_pos_4.png
\content\images\169.png,232,571,253,599,𒁹,p_169_line_12_pos_5.png
\content\images\169.png,25,621,39,648,𒁹,p_169_line_13_pos_1.png
\content\images\169.png,25,673,43,701,𒁹,p_169_line_14_pos_1.png
\content\images\169.png,50,671,85,699,𒀭,p_169_line_14_pos_2.png
\content\images\169.png,84,671,143,702,𒀫,p_169_line_14_pos_3.png
\content\images\169.png,199,670,232,701,𒈬,p_169_line_14_pos_5.png
\content\images\169.png,25,723,49,753,𒀀,p_169_line_15_pos_1.png
\content\images\169.png,59,718,93,751,𒇽,p_169_line_15_pos_2.png
\content\images\169.png,105,719,156,753,𒃲,p_169_line_15_pos_3.png
\content\images\169.png,162,719,197,751,𒆕,p_169_line_15_pos_4.png
\content\images\169.png,212,719,231,746,𒁹,p_169_line_15_pos_5.png
\content\images\169.png,243,720,319,749,𒀭+𒈾,p_169_line_15_pos_6.png
\content\images\169.png,331,717,373,748,𒈾,p_169_line_15_pos_7.png
\content\images\169.png,376,718,405,751,𒁷,p_169_line_15_pos_8.png
\content\images\169.png,423,717,468,748,𒋀,p_169_line_15_pos_9.png
\content\images\169.png,26,769,50,798,𒀀,p_169_line_16_pos_1.png
\content\images\169.png,54,769,97,809,𒋙,p_169_line_16_pos_2.png
\content\images\169.png,507,766,534,796,𒀀,p_169_line_16_pos_12.png
\content\images\169.png,28,816,60,847,𒇽,p_169_line_17_pos_1.png
\content\images\169.png,74,819,120,853,𒋃,p_169_line_17_pos_2.png
\content\images\169.png,126,820,146,849,𒁹,p_169_line_17_pos_3.png
\content\images\169.png,156,819,190,849,𒈬,p_169_line_17_pos_4.png
\content\images\169.png,199,818,226,848,𒊺,p_169_line_17_pos_5.png
\content\images\169.png,234,815,262,847,𒍦,p_169_line_17_pos_6.png
\content\images\169.png,268,818,331,857,𒀭+𒂗,p_169_line_17_pos_7.png
\content\images\169.png,342,817,369,848,𒀀,p_169_line_17_pos_8.png
\content\images\169.png,373,819,399,857,𒋙,p_169_line_17_pos_9.png
\content\images\169.png,397,817,420,851,𒃻,p_169_line_17_pos_10.png
\content\images\169.png,425,815,441,846,𒁹,p_169_line_17_pos_11.png
\content\images\169.png,452,814,515,854,𒀭+𒂗,p_169_line_17_pos_12.png
\content\images\169.png,28,919,64,950,𒈬,p_169_line_19_pos_1.png
\content\images\169.png,73,921,108,952,𒐉,p_169_line_19_pos_2.png
\content\images\169.png,119,917,162,951,𒄰,p_169_line_19_pos_3.png
\content\images\169.png,177,917,198,946,𒁹,p_169_line_19_pos_4.png
\content\images\169.png,264,914,305,949,𒆜,p_169_line_19_pos_6.png
\content\images\169.png,333,914,381,945,𒈗,p_169_line_19_pos_7.png
\content\images\169.png,396,915,435,948,𒂊,p_169_line_19_pos_8.png
\content\images\169.png,441,910,484,951,𒆠,p_169_line_19_pos_9.png
\content\images\17.png,26,12,49,38,𒁹,p_17_line_1_pos_1.png
\content\images\17.png,31,61,55,89,𒀀,p_17_line_2_pos_1.png
\content\images\17.png,68,60,102,91,𒇽,p_17_line_2_pos_2.png
\content\images\17.png,121,65,171,97,𒋃,p_17_line_2_pos_3.png
\content\images\17.png,30,111,44,138,𒁹,p_17_line_3_pos_1.png
\content\images\17.png,57,111,105,142,𒋢,p_17_line_3_pos_2.png
\content\images\17.png,116,110,154,141,𒀭,p_17_line_3_pos_3.png
\content\images\17.png,157,110,220,142,𒀫,p_17_line_3_pos_4.png
\content\images\17.png,29,160,52,191,𒀀,p_17_line_4_pos_1.png
\content\images\17.png,63,159,97,190,𒇽,p_17_line_4_pos_2.png
\content\images\17.png,113,159,166,192,𒃲,p_17_line_4_pos_3.png
\content\images\17.png,181,160,202,193,𒃻,p_17_line_4_pos_4.png
\content\images\17.png,217,160,257,188,𒀭,p_17_line_4_pos_5.png
\content\images\17.png,322,166,348,184,𒀸,p_17_line_4_pos_7.png
\content\images\17.png,363,159,413,192,𒌗,p_17_line_4_pos_8.png
\content\images\17.png,435,157,478,193,𒋗,p_17_line_4_pos_9.png
\content\images\17.png,156,212,190,243,𒄿,p_17_line_5_pos_1.png
\content\images\17.png,212,211,275,241,𒉆,p_17_line_5_pos_2.png
\content\images\17.png,307,210,343,244,𒁷,p_17_line_5_pos_3.png
\content\images\17.png,30,311,53,342,𒀀,p_17_line_7_pos_1.png
\content\images\17.png,57,312,79,350,𒋙,p_17_line_7_pos_2.png
\content\images\17.png,83,309,105,343,𒃻,p_17_line_7_pos_3.png
\content\images\17.png,117,311,132,342,𒁹,p_17_line_7_pos_4.png
\content\images\17.png,152,309,200,340,𒆰,p_17_line_7_pos_5.png
\content\images\17.png,209,312,242,346,𒐊,p_17_line_7_pos_6.png
\content\images\17.png,266,313,292,344,𒀀,p_17_line_7_pos_7.png
\content\images\17.png,313,312,334,344,𒁹,p_17_line_7_pos_8.png
\content\images\17.png,352,313,401,346,𒅁,p_17_line_7_pos_9.png
\content\images\17.png,408,312,450,341,𒈾,p_17_line_7_pos_10.png
\content\images\17.png,457,312,482,343,𒀀,p_17_line_7_pos_11.png
\content\images\17.png,490,311,517,343,𒀀,p_17_line_7_pos_12.png
\content\images\17.png,28,362,42,389,𒁹,p_17_line_8_pos_1.png
\content\images\17.png,52,359,85,394,𒉌,p_17_line_8_pos_2.png
\content\images\17.png,98,360,133,393,𒁷,p_17_line_8_pos_3.png
\content\images\17.png,145,361,202,394,𒌈,p_17_line_8_pos_4.png
\content\images\17.png,221,364,250,394,𒀀,p_17_line_8_pos_5.png
\content\images\17.png,261,364,282,401,𒋙,p_17_line_8_pos_6.png
\content\images\17.png,286,364,309,398,𒃻,p_17_line_8_pos_7.png
\content\images\17.png,324,365,346,393,𒁹,p_17_line_8_pos_8.png
\content\images\17.png,359,362,441,395,𒀭+𒈾,p_17_line_8_pos_9.png
\content\images\17.png,459,364,496,398,𒋩,p_17_line_8_pos_10.png
\content\images\17.png,13,494,36,522,𒀀,p_17_line_9_pos_1.png
\content\images\17.png,48,494,63,520,𒁹,p_17_line_9_pos_2.png
\content\images\17.png,70,491,107,520,𒀭,p_17_line_9_pos_3.png
\content\images\17.png,116,492,147,522,𒐊,p_17_line_9_pos_4.png
\content\images\17.png,166,492,201,522,𒇽,p_17_line_9_pos_5.png
\content\images\17.png,213,492,261,524,𒋃,p_17_line_9_pos_6.png
\content\images\17.png,275,490,292,517,𒁹,p_17_line_9_pos_7.png
\content\images\17.png,301,488,379,519,𒀭+𒈾,p_17_line_9_pos_8.png
\content\images\17.png,385,490,436,518,𒋼𒀀,p_17_line_9_pos_9.png
\content\images\17.png,443,483,480,519,𒅕,p_17_line_9_pos_10.png
\content\images\17.png,15,541,36,569,𒀀,p_17_line_10_pos_1.png
\content\images\17.png,43,541,66,576,𒋙,p_17_line_10_pos_2.png
\content\images\17.png,67,540,89,570,𒃻,p_17_line_10_pos_3.png
\content\images\17.png,100,540,115,568,𒁹,p_17_line_10_pos_4.png
\content\images\17.png,125,537,206,568,𒀭+𒈾,p_17_line_10_pos_5.png
\content\images\17.png,213,537,258,564,𒆰,p_17_line_10_pos_6.png
\content\images\17.png,268,536,318,564,𒅅,p_17_line_10_pos_7.png
\content\images\17.png,322,535,360,567,𒅆,p_17_line_10_pos_8.png
\content\images\17.png,373,538,400,566,𒀀,p_17_line_10_pos_9.png
\content\images\17.png,407,538,422,566,𒁹,p_17_line_10_pos_10.png
\content\images\17.png,433,536,466,564,𒀭,p_17_line_10_pos_11.png
\content\images\17.png,473,537,504,570,𒐊,p_17_line_10_pos_12.png
\content\images\17.png,57,592,86,620,𒈨,p_17_line_11_pos_2.png
\content\images\17.png,94,584,135,623,𒆠,p_17_line_11_pos_3.png
\content\images\17.png,164,588,211,620,𒌗,p_17_line_11_pos_4.png
\content\images\17.png,225,588,291,621,𒋞,p_17_line_11_pos_5.png
\content\images\17.png,318,586,348,617,𒌓,p_17_line_11_pos_6.png
\content\images\17.png,431,587,473,620,𒄰,p_17_line_11_pos_8.png
\content\images\170.png,367,14,386,41,𒁹,p_170_line_1_pos_8.png
\content\images\170.png,391,11,469,42,𒀭+𒈾,p_170_line_1_pos_9.png
\content\images\170.png,477,10,525,41,𒋼𒀀,p_170_line_1_pos_10.png
\content\images\170.png,588,12,630,41,𒈨𒌍,p_170_line_1_pos_12.png
\content\images\170.png,32,70,51,96,𒁹,p_170_line_2_pos_1.png
\content\images\170.png,39,119,54,141,𒁹,p_170_line_3_pos_1.png
\content\images\170.png,258,116,294,145,𒈬,p_170_line_3_pos_5.png
\content\images\170.png,116,168,162,199,𒌝,p_170_line_4_pos_1.png
\content\images\170.png,173,170,212,199,𒈠,p_170_line_4_pos_2.png
\content\images\170.png,229,168,260,200,𒐊,p_170_line_4_pos_3.png
\content\images\170.png,280,167,318,197,𒈠,p_170_line_4_pos_4.png
\content\images\170.png,325,167,365,196,𒈾,p_170_line_4_pos_5.png
\content\images\170.png,379,167,435,196,𒆬,p_170_line_4_pos_6.png
\content\images\170.png,118,242,165,272,𒊏,p_170_line_5_pos_1.png
\content\images\170.png,175,239,216,272,𒀖,p_170_line_5_pos_2.png
\content\images\170.png,223,236,262,273,𒁲,p_170_line_5_pos_3.png
\content\images\170.png,268,239,304,268,𒉡,p_170_line_5_pos_4.png
\content\images\170.png,367,241,404,270,𒈠,p_170_line_5_pos_6.png
\content\images\170.png,431,242,461,269,𒈫,p_170_line_5_pos_7.png
\content\images\170.png,473,243,506,269,𒈨,p_170_line_5_pos_8.png
\content\images\170.png,283,340,336,370,𒆬,p_170_line_7_pos_2.png
\content\images\170.png,208,694,233,721,𒀀,p_170_line_16_pos_4.png
\content\images\171.png,18,19,33,44,𒁹,p_171_line_1_pos_1.png
\content\images\171.png,38,21,66,44,𒌋𒌋,p_171_line_1_pos_2.png
\content\images\171.png,69,17,100,44,𒉡,p_171_line_1_pos_3.png
\content\images\171.png,103,12,136,48,𒆠,p_171_line_1_pos_4.png
\content\images\171.png,142,19,176,49,𒄿,p_171_line_1_pos_5.png
\content\images\171.png,181,17,241,54,𒀭+𒂗,p_171_line_1_pos_6.png
\content\images\171.png,254,24,273,45,𒌋,p_171_line_1_pos_7.png
\content\images\171.png,285,19,334,48,𒌉,p_171_line_1_pos_8.png
\content\images\171.png,338,19,363,56,𒋙,p_171_line_1_pos_9.png
\content\images\171.png,18,66,38,97,𒃻,p_171_line_2_pos_1.png
\content\images\171.png,41,67,58,95,𒁹,p_171_line_2_pos_2.png
\content\images\171.png,67,66,102,96,𒀭,p_171_line_2_pos_3.png
\content\images\171.png,16,114,38,141,𒀀,p_171_line_3_pos_1.png
\content\images\171.png,46,114,61,142,𒁹,p_171_line_3_pos_2.png
\content\images\171.png,71,114,110,146,𒆗,p_171_line_3_pos_3.png
\content\images\171.png,118,116,155,144,𒀭,p_171_line_3_pos_4.png
\content\images\171.png,154,116,203,147,𒅎,p_171_line_3_pos_5.png
\content\images\171.png,222,116,247,146,𒀀,p_171_line_3_pos_6.png
\content\images\171.png,253,115,292,144,𒈾,p_171_line_3_pos_7.png
\content\images\171.png,311,116,364,147,𒆬,p_171_line_3_pos_8.png
\content\images\171.png,19,316,54,344,𒇽,p_171_line_8_pos_1.png
\content\images\171.png,65,313,99,344,𒈬,p_171_line_8_pos_2.png
\content\images\171.png,109,314,156,349,𒆥,p_171_line_8_pos_3.png
\content\images\171.png,158,310,192,338,𒉡,p_171_line_8_pos_4.png
\content\images\171.png,13,364,28,393,𒁹,p_171_line_9_pos_1.png
\content\images\171.png,31,363,70,392,𒀭,p_171_line_9_pos_2.png
\content\images\171.png,12,415,28,444,𒁹,p_171_line_10_pos_1.png
\content\images\171.png,41,413,64,443,𒀀,p_171_line_10_pos_2.png
\content\images\171.png,69,413,94,442,𒀀,p_171_line_10_pos_3.png
\content\images\171.png,115,414,141,443,𒀀,p_171_line_10_pos_4.png
\content\images\171.png,145,412,165,450,𒋙,p_171_line_10_pos_5.png
\content\images\171.png,163,413,182,444,𒃻,p_171_line_10_pos_6.png
\content\images\171.png,189,413,208,443,𒁹,p_171_line_10_pos_7.png
\content\images\171.png,222,414,257,442,𒈬,p_171_line_10_pos_8.png
\content\images\171.png,335,412,360,440,𒀀,p_171_line_10_pos_10.png
\content\images\171.png,371,414,391,441,𒁹,p_171_line_10_pos_11.png
\content\images\171.png,398,413,431,442,𒇽,p_171_line_10_pos_12.png
\content\images\171.png,439,415,485,447,𒋃,p_171_line_10_pos_13.png
\content\images\171.png,490,415,527,443,𒀭,p_171_line_10_pos_14.png
\content\images\171.png,527,413,558,444,𒌓,p_171_line_10_pos_15.png
\content\images\171.png,10,462,46,494,𒇽,p_171_line_11_pos_1.png
\content\images\171.png,61,463,111,497,𒋃,p_171_line_11_pos_2.png
\content\images\171.png,123,466,140,492,𒁹,p_171_line_11_pos_3.png
\content\images\171.png,151,465,210,502,𒀭+𒂗,p_171_line_11_pos_4.png
\content\images\171.png,222,464,259,493,𒈬,p_171_line_11_pos_5.png
\content\images\171.png,276,465,301,493,𒀀,p_171_line_11_pos_6.png
\content\images\171.png,304,466,328,502,𒋙,p_171_line_11_pos_7.png
